PV_ID,latitude,longitude
1924529,32.53,35.34
1924530,32.49,35.34
1924531,32.45,35.34
1924532,32.41,35.34
1924533,32.37,35.34
1924534,32.33,35.34
1924535,32.29,35.34
1924536,32.25,35.34
1924537,32.21,35.34
1924538,32.17,35.34
1924539,32.13,35.34
1924540,32.09,35.34
1924541,32.05,35.34
1924542,32.01,35.34
1924543,31.97,35.34
1924544,31.93,35.34
1924545,31.89,35.34
1924546,31.85,35.34
1924547,31.81,35.34
1924548,31.77,35.34
1924549,31.73,35.34
1924550,31.69,35.34
1924551,31.65,35.34
1924552,31.61,35.34
1924553,31.57,35.34
1924554,31.53,35.34
1924555,31.49,35.34
1924556,31.45,35.34
1924557,31.41,35.34
1924558,31.37,35.34
1924559,31.33,35.34
1924560,31.29,35.34
1924561,31.25,35.34
1924562,31.21,35.34
1924563,31.17,35.34
1924564,31.13,35.34
1924565,31.09,35.34
1926405,33.01,35.38
1926406,32.97,35.38
1926407,32.93,35.38
1926408,32.89,35.38
1926409,32.85,35.38
1926410,32.81,35.38
1926411,32.77,35.38
1926412,32.73,35.38
1926413,32.69,35.38
1926414,32.65,35.38
1926415,32.61,35.38
1926416,32.57,35.38
1926417,32.53,35.38
1926418,32.49,35.38
1926419,32.45,35.38
1926420,32.41,35.38
1926421,32.37,35.38
1926422,32.33,35.38
1926423,32.29,35.38
1926424,32.25,35.38
1926425,32.21,35.38
1926426,32.17,35.38
1926427,32.13,35.38
1926428,32.09,35.38
1926429,32.05,35.38
1926430,32.01,35.38
1926431,31.97,35.38
1926432,31.93,35.38
1926433,31.89,35.38
1926434,31.85,35.38
1926435,31.81,35.38
1926436,31.77,35.38
1926437,31.73,35.38
1926438,31.69,35.38
1926439,31.65,35.38
1926440,31.61,35.38
1926441,31.57,35.38
1926442,31.53,35.38
1926443,31.49,35.38
1926444,31.45,35.38
1926445,31.41,35.38
1926446,31.37,35.38
1926447,31.33,35.38
1926448,31.29,35.38
1926449,31.25,35.38
1928280,33.01,35.42
1928281,32.97,35.42
1928282,32.93,35.42
1928283,32.89,35.42
1928284,32.85,35.42
1928285,32.81,35.42
1928286,32.77,35.42
1928287,32.73,35.42
1928288,32.69,35.42
1928289,32.65,35.42
1928290,32.61,35.42
1928291,32.57,35.42
1928292,32.53,35.42
1928293,32.49,35.42
1928294,32.45,35.42
1928295,32.41,35.42
1928296,32.37,35.42
1928297,32.33,35.42
1928298,32.29,35.42
1928299,32.25,35.42
1928300,32.21,35.42
1928301,32.17,35.42
1928302,32.13,35.42
1928303,32.09,35.42
1928304,32.05,35.42
1928305,32.01,35.42
1928306,31.97,35.42
1928307,31.93,35.42
1928308,31.89,35.42
1928309,31.85,35.42
1928310,31.81,35.42
1928311,31.77,35.42
1928312,31.73,35.42
1928313,31.69,35.42
1928314,31.65,35.42
1928315,31.61,35.42
1928316,31.57,35.42
1928317,31.53,35.42
1928318,31.49,35.42
1928319,31.45,35.42
1928320,31.41,35.42
1930151,33.01,35.46
1930152,32.97,35.46
1930153,32.93,35.46
1930154,32.89,35.46
1930155,32.85,35.46
1930156,32.81,35.46
1930157,32.77,35.46
1930158,32.73,35.46
1930159,32.69,35.46
1930160,32.65,35.46
1930161,32.61,35.46
1930162,32.57,35.46
1930163,32.53,35.46
1930164,32.49,35.46
1930165,32.45,35.46
1930166,32.41,35.46
1930167,32.37,35.46
1930168,32.33,35.46
1930169,32.29,35.46
1930170,32.25,35.46
1930171,32.21,35.46
1930172,32.17,35.46
1930173,32.13,35.46
1930174,32.09,35.46
1930175,32.05,35.46
1930176,32.01,35.46
1930177,31.97,35.46
1930178,31.93,35.46
1930179,31.89,35.46
1930180,31.85,35.46
1930181,31.81,35.46
1930182,31.77,35.46
1930183,31.73,35.46
1930184,31.69,35.46
1930185,31.65,35.46
1930186,31.61,35.46
1930187,31.57,35.46
1932019,33.01,35.5
1932020,32.97,35.5
1932021,32.93,35.5
1932022,32.89,35.5
1932023,32.85,35.5
1932024,32.81,35.5
1932025,32.77,35.5
1932026,32.73,35.5
1932027,32.69,35.5
1932028,32.65,35.5
1932029,32.61,35.5
1932030,32.57,35.5
1932031,32.53,35.5
1932032,32.49,35.5
1932033,32.45,35.5
1932034,32.41,35.5
1932035,32.37,35.5
1932036,32.33,35.5
1932037,32.29,35.5
1932038,32.25,35.5
1932039,32.21,35.5
1932040,32.17,35.5
1932041,32.13,35.5
1932042,32.09,35.5
1932043,32.05,35.5
1932044,32.01,35.5
1932045,31.97,35.5
1932046,31.93,35.5
1932047,31.89,35.5
1932048,31.85,35.5
1932049,31.81,35.5
1932050,31.77,35.5
1932051,31.73,35.5
1933890,33.01,35.54
1933891,32.97,35.54
1933892,32.93,35.54
1933893,32.89,35.54
1933894,32.85,35.54
1933895,32.81,35.54
1933896,32.77,35.54
1933897,32.73,35.54
1933898,32.69,35.54
1933899,32.65,35.54
1933900,32.61,35.54
1933901,32.57,35.54
1933902,32.53,35.54
1933903,32.49,35.54
1933904,32.45,35.54
1933905,32.41,35.54
1933906,32.37,35.54
1933907,32.33,35.54
1933908,32.29,35.54
1933909,32.25,35.54
1935768,33.01,35.58
